Min0,Min1,Min2,Min3,Min4,Max0,Max1,Max2,Max3,Max4,Mean0,Mean1,Mean2,Mean3,Mean4,Std0,Std1,Std2,Std3,Std4,Range0,Range1,Range2,Range3,Range4,Peaksen0peak0,Peaksen0peak1,Peaksen1peak0,Peaksen1peak1,Peaksen2peak0,Peaksen2peak1,Peaksen3peak0,Peaksen3peak1,Peaksen4peak0,Peaksen4peak1,Avg_mpu1,Avg_mpu2,Std_mpu1,Std_mpu2,Type_of_contact
0.6,0.4,0.6,0.7,0.6,0.7,0.5,0.8,0.8,0.6,0.6,0.5,0.7,0.8,0.6,0,0,0.1,0,0,0.1,0.1,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,66.4,-142.7,41.4,31.9,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-148.1,10.3,4.9,touch
0.4,0.5,0.6,0.4,0.5,0.8,0.8,0.7,0.6,0.9,0.7,0.6,0.7,0.5,0.7,0.1,0.1,0.1,0.1,0.2,0.4,0.3,0.1,0.2,0.4,0,0,0,0,0,0,0,0,1,0,59,-150.9,30.1,24.6,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49.7,-144.8,12.9,35.5,caress
0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.7,-147.6,3.6,5.8,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,1,0,1,1,31.8,-178.7,235.8,234.8,squeeze
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0.1,1,1,0,0,1,0,1,1,3,0,66.7,-154.2,75.2,90.4,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8,-149.1,31.8,9.8,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.9,167.8,760.7,1166.3,shove
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.4,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0,0,3,0,0,0,3,0,3,0,0,0,89.7,-105.7,98.5,135.1,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3,-149.4,15.1,8.5,touch
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0.1,0.2,0,0.1,4,0,1,0,4,0,1,0,1,0,67.1,-166.8,143.1,84,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.8,-92.8,1054.7,1315.2,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,-123.7,35.2,59,caress
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.2,2.4,0.2,0.3,0.3,0.2,0.8,0,0,0,0,0.6,0.1,0.1,0.1,0,2.2,2,0,3,0,1,0,3,0,1,0,43.4,-136.9,150.4,105.5,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2,-146.7,2.5,1.4,touch
0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,-147.2,2.8,2.5,hug
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,-165.1,64.1,24.6,touch
0.6,0.6,0.6,0.9,0.5,0.7,0.6,0.6,0.9,0.6,0.7,0.6,0.6,0.9,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,63.5,-153,6.1,7.2,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.3,-112.8,78.2,93.7,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2,-165.4,38.5,28.4,squeeze
0.7,0.6,0.8,0.9,0.7,0.8,0.7,0.8,1.7,0.8,0.7,0.6,0.8,1.2,0.8,0,0,0,0.2,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,56.5,-151.4,4.5,4.5,choke
0.8,0.7,0.8,1,0.8,0.9,0.7,0.9,1.3,0.9,0.8,0.7,0.9,1.1,0.9,0,0,0,0.1,0,0.1,0.1,0.1,0.3,0.1,0,0,0,0,1,0,1,0,1,0,51.3,-142.1,14.9,21,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.8,-142.1,7.4,7,touch
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0,0.1,2,0,0,0,1,1,0,1,3,0,91.8,-176.9,46.6,204,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.3,-146.6,401.4,97.5,shove
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-64.7,-281.7,898.4,978.8,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,43.3,-158.5,132.9,97.3,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,42.4,-167.7,50.2,46.2,caress
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0,0,3,0,0,0,3,0,0,0,3,0,51.1,-155.4,151.5,51.1,squeeze
0.3,0.4,0.4,0.2,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.2,-141.5,4.3,5.4,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,1,0,0,0,0,0,-2.8,-211.2,389.2,260.7,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.8,-153.9,143.1,376.4,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,-227.5,546.5,642.4,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5,-148.6,45.3,31.1,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9,-140.5,8.5,7.9,touch
0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4,-143.7,4.6,2.8,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8,-150.9,10.3,15.7,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,-143.5,807.7,1062.8,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-58.1,-294.5,658.1,842.3,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7,-146.8,3.9,1.7,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0,2,0,3,0,0,0,1,0,0,0,62.3,-140.5,44.7,58.1,squeeze
0.3,0.3,0.4,0.2,0.2,0.3,0.3,0.4,0.2,0.2,0.3,0.3,0.4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.3,-147.5,11.1,14.4,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,99,-57.7,138.2,242.6,squeeze
0.5,0.5,0.6,0.3,0.6,0.6,0.6,0.6,0.4,0.6,0.5,0.5,0.6,0.4,0.6,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,1,1,0,0,0,1,0,1,0,49.2,-149.5,3.8,5.5,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6,-150.1,75.9,73.2,caress
0.6,0.7,0.8,0.6,0.6,0.6,0.7,0.8,0.6,0.6,0.6,0.7,0.8,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-147.9,10.8,9.3,choke
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0,0,0,0,1,0,1,0,0,0,0,0,129.2,-56.9,100.9,99.2,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47.9,-145.9,13.4,4.3,touch
0.2,0.2,0.3,0.2,0.2,0.4,0.3,0.4,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.1,0,0.1,0,0,0.2,0.1,0.2,0.1,0,2,1,1,0,1,1,2,0,0,0,79.7,-105.7,109.5,116.1,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8,-143.6,24.2,64.2,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1,-135.1,34.7,22.4,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1,-149,24.2,11.2,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2,-148.7,7.2,4.1,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1,-129.6,111.1,156.3,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.3,-148.6,26.6,16,touch
0.2,0.2,0.2,0.2,0.2,0.8,0.6,0.7,0.8,0.8,0.5,0.4,0.5,0.5,0.5,0.2,0.1,0.2,0.2,0.2,0.6,0.4,0.5,0.6,0.7,0,0,0,0,0,0,0,0,1,0,202,-81.1,268.4,132.8,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2,-147.4,11.7,10.5,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.8,-140.7,40.6,29.1,caress
0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.4,0.2,0.3,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,65,-156.7,14.3,17.2,hug
0.5,0.3,0.5,0.4,0.6,0.5,0.3,0.5,0.4,0.6,0.5,0.3,0.5,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6,-151,15.4,12.4,choke
0.3,0.3,0.4,0.2,0.2,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53.4,-148.5,2.8,1.8,hug
0.7,0.6,0.4,0.6,0.4,0.7,0.6,0.4,0.6,0.4,0.7,0.6,0.4,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.2,-140.4,9.3,14.1,choke
0.3,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.4,-145.6,2.8,3.7,hug
0.3,0.3,0.4,0.2,0.2,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.2,-146,7.9,3.1,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.9,-128.8,370.6,76.1,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9,-140.4,16.5,11.9,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6,-146.1,21.2,11.5,touch
0.4,0.5,0.3,0.2,0.3,0.4,0.6,0.5,0.3,0.4,0.4,0.5,0.4,0.3,0.3,0,0,0.1,0,0,0,0.1,0.2,0.1,0,1,0,0,1,0,1,1,0,0,0,44.6,-120.6,41.4,30.2,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1,-146.6,3.4,2.1,touch
0.6,0.5,0.6,0.7,0.4,0.6,0.5,0.6,0.7,0.5,0.6,0.5,0.6,0.7,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,28.7,-159.3,143.3,32.5,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,-149.2,31.4,19,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5,-144.1,46.2,42.4,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3,-109.8,471.1,182.4,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,36.2,-163.8,336.9,393,squeeze
1.4,0.7,0.8,0.3,0.6,1.4,0.8,0.8,0.3,0.6,1.4,0.7,0.8,0.3,0.6,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7,-147.5,4.5,2.4,choke
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0,3,0,2,0,0,0,2,0,0,0,88.3,-125,95.9,91.5,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.6,-142.9,12.6,19,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,43.4,-165,117.4,92.5,squeeze
0.6,0.6,0.8,0.3,0.9,0.6,0.6,0.8,0.4,1,0.6,0.6,0.8,0.4,0.9,0,0,0,0,0,0,0,0.1,0,0.1,1,0,0,0,0,0,0,0,0,0,52.7,-148.8,4.4,4.6,choke
0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7,-139.9,6.1,6.3,hug
0.6,0.6,0.5,0.5,0.5,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.5,0.6,0.5,0,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0,1,0,0,0,0,0,0,0,0,56.8,-140.7,6.8,13.8,choke
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,78,-159.7,48.8,30.6,hug
0.2,0.3,0.4,0.2,0.2,0.6,0.4,0.8,0.3,0.5,0.4,0.4,0.6,0.2,0.4,0.1,0.1,0.2,0,0.1,0.3,0.1,0.4,0.1,0.3,0,0,0,0,0,0,0,0,0,0,65.4,-214.3,79.4,133.5,choke
0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.3,-145,3.7,3.4,hug
0.3,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.4,0.4,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,-145.5,2.8,3.1,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.4,-145.5,10.9,5.9,touch
0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.7,-144.8,1.2,2.1,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6,-111.5,166.6,181.4,shove
0.6,0.5,0.6,0.7,0.4,0.8,0.7,0.8,1,0.6,0.7,0.6,0.7,0.9,0.5,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.3,0.2,0,0,0,0,0,1,0,0,0,0,55.2,-113.5,86.4,68.1,choke
0.2,0.2,0.3,0.3,0.2,0.6,0.5,0.5,0.8,0.4,0.4,0.4,0.4,0.5,0.3,0.1,0.1,0.1,0.2,0.1,0.3,0.3,0.2,0.5,0.2,0,0,0,0,0,0,0,0,0,0,26.7,-188.7,98.8,92.4,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.2,-97.8,795.3,918.7,shove
0.3,0.3,0.4,0.2,0.3,0.3,0.4,0.4,0.2,0.3,0.3,0.4,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.9,-156.2,25.5,32.2,hug
0.3,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.2,0.2,0.3,0.3,0.4,0.2,0.2,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,1,0,0,0,0,0,57.3,-147,24,17.3,hug
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,75.6,-154.3,90.7,60.9,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7,-143.9,3.5,3.1,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,3,0,0,0,2,0,68.7,-154.9,106.8,85,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5,-77.6,270.1,450.4,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,2,0,0,0,2,0,84.2,-123.6,79.6,74.1,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,43.2,-159.5,35,51.6,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,25.9,-184.3,85.8,52,squeeze
0.6,0.5,0.5,0.4,0.6,0.6,0.5,0.6,0.4,0.6,0.6,0.5,0.5,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51.8,-147.7,2.3,3.9,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.6,-132.6,79.5,56.9,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3,-143.9,11.8,3,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5,-144.9,5.4,3.8,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1,-145.9,2.3,3.1,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0.1,1,0,3,0,2,0,0,0,3,0,43.2,-152.9,113,102.3,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.1,10.4,946.1,1189.2,shove
0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1,-147.7,4.5,2.3,choke
0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.6,-147.4,18.9,16.7,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3,-148.2,43.2,63.7,caress
0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,56,-158.5,26.2,37.5,choke
